Timestamp,Residents,Temperature,Humidity,Water_Price,Period_Consumption_Index,Guests,Temp_WaterPrice_Interaction,Guests_ApplianceUsage_Interaction,ApplianceUsage_Squared,Month_sin,Day_sin,Income_Level,Appliance_Usage,Week,is_null_amenities,Apartment_Type_2BHK,Apartment_Type_3BHK,Apartment_Type_Studio,Amenities_Garden,Water_Consumption_Prediction
2014-10-16 00:00:00,-0.9127432618683462,0.41760426197222456,-1.3120979056739441,-0.5762640209060508,-0.6906680402417061,-0.6011032574627819,-0.18095187187018835,-0.17990556015601056,1.846939497142439,-1.2240535336390064,-0.14705666368032472,3.0,1.0,3,0,0,0,0,1,106.52398
2014-10-16 08:00:00,-0.11966920966311119,-0.413644759219345,1.9984403981115215,0.1205466991967058,-1.4538801163019592,1.4427208116274297,-0.2023461776130234,-0.17990556015601056,-0.541436252539505,-1.2240535336390064,-0.14705666368032472,3.0,0.0,3,0,0,0,0,1,86.09903
2014-10-16 16:00:00,-0.9127432618683462,1.4785034364760417,-1.4492030288960143,0.0508656271864301,1.4642837039284198,1.4427208116274297,1.0447453688762482,3.614712657823873,1.846939497142439,-1.2240535336390064,-0.14705666368032472,2.0,1.0,3,1,0,0,0,1,169.2718
2014-10-17 00:00:00,1.4664788947473588,-1.543579869381445,1.0977498076015701,1.3922262633842357,1.5540733599355083,-0.6011032574627819,-0.5260714952498341,-0.17990556015601056,-0.541436252539505,-1.2240535336390064,-0.42507200645405246,5.0,0.0,4,0,0,0,0,0,292.57278
2014-10-17 08:00:00,-0.9127432618683462,-1.4407304142170645,-0.4484357061071793,-0.4891626808932062,1.239809563910698,-0.6011032574627819,-1.154993133585463,-0.17990556015601056,-0.541436252539505,-1.2240535336390064,-0.42507200645405246,3.0,0.0,4,1,0,0,0,1,107.17172
2014-10-17 16:00:00,-0.11966920966311119,0.13864272604691802,0.6894367399037257,0.5734736672634975,-0.5110887282275288,-0.6011032574627819,0.5174958023985999,-0.17990556015601056,1.846939497142439,-1.2240535336390064,-0.42507200645405246,4.0,-1.0,4,0,0,0,0,0,160.3508
2014-10-18 00:00:00,-0.11966920966311119,-0.4967696613385025,0.5593369879411775,1.2180235833585473,-0.19682493220271854,-0.6011032574627819,0.39573382252036937,-0.17990556015601056,-0.541436252539505,-1.2240535336390064,-0.6858954486303194,5.0,0.0,5,0,0,0,0,1,142.55852
2014-10-18 08:00:00,0.6734048425421238,-1.20967136425873,-0.18223159824534887,-0.6285248249137573,-1.4987749443055036,-0.6011032574627819,-1.0864222005872521,-0.17990556015601056,-0.541436252539505,-1.2240535336390064,-0.6858954486303194,3.0,0.0,5,0,1,0,0,1,109.32139
2014-10-18 16:00:00,1.4664788947473588,-0.8236336832307803,0.5693446611690659,1.2702843873662537,1.4193888759248754,-0.6011032574627819,0.11549024821345023,-0.17990556015601056,-0.541436252539505,-1.2240535336390064,-0.6858954486303194,4.0,0.0,5,0,1,0,0,0,258.466
2014-10-19 00:00:00,-0.11966920966311119,-1.4815884169535993,2.0895102244853065,1.5838492114124945,1.4642837039284198,1.4427208116274297,-0.3927336678000336,-0.17990556015601056,-0.541436252539505,-1.2240535336390064,-0.9188488478409775,4.0,0.0,6,0,0,0,0,0,208.98192
2014-10-19 08:00:00,-0.11966920966311119,-0.04733163123661967,-2.146737852879832,-1.2033936689985314,-0.15193010419917422,-0.6011032574627819,-0.8706562609859091,-0.17990556015601056,-0.541436252539505,-1.2240535336390064,-0.9188488478409775,3.0,0.0,6,1,0,0,0,1,126.73908
2014-10-19 16:00:00,-0.9127432618683462,0.249945561087823,0.5313155029030899,-0.22785866085467232,1.0602302518965208,-0.6011032574627819,-0.005758704945436822,-0.17990556015601056,-0.541436252539505,-1.2240535336390064,-0.9188488478409775,3.0,0.0,6,0,0,0,0,1,116.506874
2014-10-20 00:00:00,-0.11966920966311119,1.6095308245621704,1.0216914910696189,2.0193559114767172,-1.139616320277149,1.4427208116274297,3.2327879536831396,-0.17990556015601056,-0.541436252539505,-1.2240535336390064,-1.1143950645514802,5.0,0.0,0,0,0,0,0,0,203.63258
2014-10-20 08:00:00,-1.705817314073581,1.4320098471551574,1.2158403516906533,0.08570616319156794,-0.4212990722204402,1.4427208116274297,1.0488168362446555,-0.17990556015601056,-0.541436252539505,-1.2240535336390064,-1.1143950645514802,2.0,0.0,0,0,0,0,1,0,81.81081
2014-10-20 16:00:00,-0.11966920966311119,0.9543938841315261,-1.196008896230439,2.089036983486993,-0.19682493220271854,1.4427208116274297,2.563490020988964,-0.17990556015601056,-0.541436252539505,-1.2240535336390064,-1.1143950645514802,4.0,0.0,0,0,0,1,0,0,222.91292
2014-10-21 00:00:00,1.4664788947473588,-0.9504343813786472,0.45625795369392735,1.6361100154202008,-0.28661458820980723,-0.6011032574627819,0.17643127319419027,-0.17990556015601056,-0.541436252539505,-1.2240535336390064,-1.2645284136739936,5.0,0.0,1,1,0,0,0,0,188.5661
2014-10-21 08:00:00,1.4664788947473588,0.30489253028523194,-1.0909283273376116,-0.297539732864948,1.1949147359071537,-0.6011032574627819,-0.02577766246194759,-0.17990556015601056,1.846939497142439,-1.2240535336390064,-1.2645284136739936,5.0,1.0,1,0,0,1,0,0,430.69406
2014-10-21 16:00:00,-0.9127432618683462,-0.5798945634576594,2.6459368559558976,-2.806058325234871,1.0153354238929764,-0.6011032574627819,-2.0136142989105625,-0.17990556015601056,-0.541436252539505,-1.2240535336390064,-1.2645284136739936,2.0,0.0,1,1,0,0,0,1,78.724434
2014-10-22 00:00:00,-0.9127432618683462,0.6444366219922969,0.7704988930496216,-0.31496000086751696,-0.10703527619563089,-0.6011032574627819,0.16457708133872123,-0.17990556015601056,1.846939497142439,-1.2240535336390064,-1.3631024182555227,1.5,1.0,2,0,0,0,0,1,103.48011
2014-10-22 08:00:00,1.4664788947473588,-0.8785806524281892,-0.04512647502327875,1.9322545714638721,-0.5559835562310732,-0.6011032574627819,0.40263239457622274,-0.17990556015601056,-0.541436252539505,-1.2240535336390064,-1.3631024182555227,5.0,0.0,2,0,0,1,0,0,233.60823
2014-10-22 16:00:00,-0.11966920966311119,-1.6717894641753992,-0.3713766222524387,1.235443851361116,-1.0947214922736046,-0.6011032574627819,-0.7044792657670673,-0.17990556015601056,-0.541436252539505,-1.2240535336390064,-1.3631024182555227,4.0,0.0,2,0,1,0,0,0,124.45242
2014-10-23 00:00:00,1.4664788947473588,1.6334820675456565,0.3401689442504228,1.9496748394664414,-0.6906680402417061,-0.6011032574627819,3.1849400255077724,-0.17990556015601056,-0.541436252539505,-1.2240535336390064,-1.4060814469665468,5.0,0.0,3,0,0,0,0,1,204.511
2014-10-23 08:00:00,-0.11966920966311119,-0.47704510829327873,1.111760550120614,0.6431547392737732,-0.7804576962487948,-0.6011032574627819,0.06813897356425566,-0.17990556015601056,-0.541436252539505,-1.2240535336390064,-1.4060814469665468,5.0,0.0,3,0,0,1,0,0,155.53786
2014-10-23 16:00:00,1.4664788947473588,-1.2406670904726527,0.24309451393990594,2.1935585915024065,-1.2294059762842378,1.4427208116274297,0.11725855307586842,-0.17990556015601056,-0.541436252539505,-1.2240535336390064,-1.4060814469665468,4.0,0.0,3,0,1,0,0,0,190.02718
2014-10-24 00:00:00,-0.9127432618683462,-1.6886962239284482,-0.2823083305242324,-0.7156261649266018,-0.8702473522558835,-0.6011032574627819,-1.3696238651269823,-0.17990556015601056,-0.541436252539505,-1.2240535336390064,-1.3917059333218147,3.0,0.0,4,1,0,0,0,0,71.10948
2014-10-24 08:00:00,-0.11966920966311119,-0.8179980966464308,-0.46444798327180037,1.9322545714638721,0.8806509398823443,1.4427208116274297,0.4692822062424238,-3.974523778135894,1.846939497142439,-1.2240535336390064,-1.3917059333218147,4.0,-1.0,4,0,0,1,0,0,244.24118
2014-10-24 16:00:00,0.6734048425421238,-0.01070031843834688,-0.26129221674566744,1.7057910874304765,1.2847043919142425,1.4427208116274297,1.197578211661102,3.614712657823873,1.846939497142439,-1.2240535336390064,-1.3917059333218147,4.0,1.0,4,1,1,0,0,0,266.9668
2014-10-25 00:00:00,1.4664788947473588,1.0896479621559174,-0.22826689509363537,-0.90724911295486,0.34191300383981243,-0.6011032574627819,-0.1311009563969584,-0.17990556015601056,-0.541436252539505,-1.2240535336390064,-1.3205644125389924,3.0,0.0,5,0,1,0,0,1,204.02759
2014-10-25 08:00:00,-0.11966920966311119,1.6095308245621704,-0.9688347139573737,-1.2033936689985314,-0.10703527619563089,-0.6011032574627819,-0.20315392180943664,-0.17990556015601056,-0.541436252539505,-1.2240535336390064,-1.3205644125389924,3.0,0.0,5,1,0,0,0,1,132.65463
2014-10-25 16:00:00,-0.9127432618683462,1.3517027383281752,-0.9948546643498832,-0.5588437529034819,-0.9600370082629721,1.4427208116274297,0.3432086188292854,-0.17990556015601056,-0.541436252539505,-1.2240535336390064,-1.3205644125389924,2.0,0.0,5,0,0,0,0,0,115.20077
2014-10-26 00:00:00,-0.11966920966311119,0.97411843717675,0.8835856005247602,-0.3498005368726548,-0.8702473522558835,-0.6011032574627819,0.33030654261090164,-0.17990556015601056,1.846939497142439,-1.2240535336390064,-1.1955694268377028,3.0,-1.0,6,0,0,0,0,1,106.05361
2014-10-26 08:00:00,-0.9127432618683462,-0.9687500377777833,1.1447858717726453,-0.2801194648623791,0.4765974878504454,-0.6011032574627819,-0.786863716070155,-0.17990556015601056,1.846939497142439,-1.2240535336390064,-1.1955694268377028,3.0,1.0,6,1,0,0,0,0,106.16925
2014-10-26 16:00:00,-0.9127432618683462,-1.76900333275543,0.5823546363653204,-1.1162923289856868,-0.33150941621335156,1.4427208116274297,-1.5368432869776814,-0.17990556015601056,-0.541436252539505,-1.2240535336390064,-1.1955694268377028,3.0,0.0,6,1,0,0,0,1,95.06496
2014-10-27 00:00:00,-0.11966920966311119,0.7050191777740553,-1.46121223676948,-0.24527892885724126,0.1623336918256351,1.4427208116274297,0.26122804062440425,-0.17990556015601056,-0.541436252539505,-1.2240535336390064,-1.0218382856188442,3.0,0.0,0,1,0,0,0,1,162.57626
2014-10-27 08:00:00,0.6734048425421238,0.5796273762722761,1.1307751292536015,0.5734736672634975,-1.4538801163019592,-0.6011032574627819,0.8693993854819053,-0.17990556015601056,-0.541436252539505,-1.2240535336390064,-1.0218382856188442,5.0,0.0,0,1,0,1,0,0,141.95323
2014-10-27 16:00:00,0.6734048425421238,0.7557394570332019,-0.8947779320709998,-0.5762640209060508,-0.5559835562310732,-2.6449273265529936,0.002427891639831456,-0.17990556015601056,-0.541436252539505,-1.2240535336390064,-1.0218382856188442,3.0,0.0,0,0,1,0,0,1,160.56364
2014-10-28 00:00:00,-0.11966920966311119,-1.5379442827970957,-0.22726612777084673,0.8521979553046003,-0.5110887282275288,1.4427208116274297,-0.718330987189342,-0.17990556015601056,-0.541436252539505,-1.2240535336390064,-0.8064835622164587,4.0,0.0,1,0,0,0,0,0,165.79195
2014-10-28 08:00:00,-0.9127432618683462,1.1234614816620148,-1.2780718166991234,-0.9420896489599979,1.239809563910698,-0.6011032574627819,-0.14863118855154747,-0.17990556015601056,-0.541436252539505,-1.2240535336390064,-0.8064835622164587,3.0,0.0,1,1,0,0,0,1,134.47336
2014-10-28 16:00:00,-0.11966920966311119,0.3851996391122141,0.07596637103417035,-0.7678869689343086,-0.15193010419917422,-0.6011032574627819,-0.3506545613517522,-0.17990556015601056,1.846939497142439,-1.2240535336390064,-0.8064835622164587,2.0,-1.0,1,0,0,0,0,1,117.15391
2014-10-29 00:00:00,-0.11966920966311119,-0.5742589768733094,-0.3883896667398491,1.0786614393379959,0.970440595889433,1.4427208116274297,0.24188584175894273,-0.17990556015601056,-0.541436252539505,-1.2240535336390064,-0.5583219043097453,5.0,0.0,2,0,0,0,0,0,289.7638
2014-10-29 08:00:00,-1.705817314073581,-1.2463026770570025,1.146787406418224,-0.9943504529677046,-0.7804576962487948,-0.6011032574627819,-1.2635692352303542,-0.17990556015601056,-0.541436252539505,-1.2240535336390064,-0.5583219043097453,2.0,0.0,2,1,0,0,1,1,44.67777
2014-10-29 16:00:00,-0.11966920966311119,1.2361732133490075,-0.10617328171339763,0.08570616319156794,0.4317026598469011,-0.6011032574627819,0.9137816544361758,-0.17990556015601056,-0.541436252539505,-1.2240535336390064,-0.5583219043097453,3.0,0.0,2,0,1,0,0,0,181.31706
2014-10-30 00:00:00,-0.9127432618683462,-1.712647466911934,-1.2750695147307567,-0.5936842889086198,1.1500199079036093,1.4427208116274297,-1.3419477109377171,-0.17990556015601056,-0.541436252539505,-1.2240535336390064,-0.2875130793311633,1.5,0.0,3,0,0,0,0,1,131.76599
2014-10-30 08:00:00,-0.11966920966311119,1.7405582126482992,-1.9776081753285193,0.08570616319156794,-0.19682493220271854,-0.6011032574627819,1.2615701083026192,-0.17990556015601056,-0.541436252539505,-1.2240535336390064,-0.2875130793311633,1.5,0.0,3,0,0,0,0,1,173.35912
2014-10-30 16:00:00,1.4664788947473588,0.4725512311696335,2.037470323700286,-0.7330464329291708,1.0602302518965208,-0.6011032574627819,-0.2786670887119556,-0.17990556015601056,1.846939497142439,-1.2240535336390064,-0.2875130793311633,3.0,1.0,3,0,1,0,0,1,227.37149
2014-10-31 00:00:00,0.6734048425421238,1.6123486178543447,-1.1950081289076502,0.7650966152917552,3.2151819960666477,-0.6011032574627819,1.897925176337672,-0.17990556015601056,-0.541436252539505,-1.2240535336390064,-0.005144032394017832,4.0,0.0,4,1,1,0,0,0,215.49248
2014-10-31 08:00:00,-0.11966920966311119,0.5739917896879265,0.013918797021262136,-0.8375680409445844,-0.19682493220271854,-0.6011032574627819,-0.3145571281417739,-0.17990556015601056,-0.541436252539505,-1.2240535336390064,-0.005144032394017832,3.0,0.0,4,1,0,0,0,1,120.57245
2014-10-31 16:00:00,0.6734048425421238,-1.76900333275543,0.23909144464874998,-0.08849651683412131,-0.19682493220271854,-0.6011032574627819,-1.213227123962008,-0.17990556015601056,-0.541436252539505,-1.2240535336390064,-0.005144032394017832,4.0,0.0,4,0,0,0,0,0,163.2354
2014-11-01 00:00:00,-0.9127432618683462,0.9839807136993618,0.6994444131316142,-0.31496000086751696,0.20722851982917942,1.4427208116274297,0.36845062496719727,-0.17990556015601056,-0.541436252539505,-0.7069805751006853,0.2772250145431268,2.0,0.0,5,1,0,0,1,1,93.36178
2014-11-01 08:00:00,-0.9127432618683462,-1.553442145904057,0.25110065252221647,-0.4194816088829305,-1.5885646003125917,-0.6011032574627819,-1.1930226035895648,-0.17990556015601056,-0.541436252539505,-0.7069805751006853,0.2772250145431268,3.0,0.0,5,1,0,0,0,1,58.884518
2014-11-01 16:00:00,-0.9127432618683462,-1.5745755955953682,0.015920331666840117,-0.4717424128906373,1.2847043919142425,-0.6011032574627819,-1.2239351922955397,-0.17990556015601056,-0.541436252539505,-0.7069805751006853,0.2772250145431268,2.0,0.0,5,0,0,0,1,0,102.567986
2014-11-02 00:00:00,1.4664788947473588,0.16118507238431654,-0.007097316757302772,-0.158177588844397,-0.24171976020626287,1.4427208116274297,-0.008924188958407782,-0.17990556015601056,-0.541436252539505,-0.7069805751006853,0.5480338395217101,3.0,0.0,6,0,1,0,0,1,202.64412
2014-11-02 08:00:00,-0.9127432618683462,1.4446899169699436,0.8975963430438039,0.0508656271864301,-0.6906680402417061,-0.6011032574627819,1.0216919128921311,-0.17990556015601056,-0.541436252539505,-0.7069805751006853,0.5480338395217101,3.0,0.0,6,1,0,0,0,1,80.90905
2014-11-02 16:00:00,-0.11966920966311119,-0.2671195080262549,-0.1692216230490945,-0.90724911295486,1.2847043919142425,1.4427208116274297,-0.7670521523338047,-0.17990556015601056,-0.541436252539505,-0.7069805751006853,0.5480338395217101,1.5,0.0,6,1,0,0,0,0,170.44118
2014-11-03 00:00:00,-0.11966920966311119,-0.3530622034375866,-0.4244172903602471,-0.6111045569111887,-1.3640904602948707,1.4427208116274297,-0.6208449950519619,3.614712657823873,1.846939497142439,-0.7069805751006853,0.7961954974284234,3.0,1.0,0,0,1,0,0,0,160.12581
2014-11-03 08:00:00,0.6734048425421238,-1.4125524812953163,0.85756565013225,1.1135019753431337,-0.5559835562310732,-0.6011032574627819,-0.5075097519255013,-0.17990556015601056,-0.541436252539505,-0.7069805751006853,0.7961954974284234,4.0,0.0,0,0,0,1,0,0,164.49718
2014-11-03 16:00:00,1.4664788947473588,1.220675350242046,-0.8657556797101237,-0.31496000086751696,1.5540733599355083,-0.6011032574627819,0.5105699416874626,-0.17990556015601056,-0.541436252539505,-0.7069805751006853,0.7961954974284234,3.0,0.0,0,1,1,0,0,0,244.63495
2014-11-04 00:00:00,0.6734048425421238,1.336204875221214,1.0557175800444396,0.7302560792866174,-1.3191956322913263,1.4427208116274297,1.630769241105069,3.614712657823873,1.846939497142439,-0.7069805751006853,1.0115502208308091,5.0,1.0,1,0,0,0,0,1,204.77509
2014-11-04 08:00:00,-0.9127432618683462,0.10764699983299524,1.3999815390837993,-0.2801194648623791,-0.33150941621335156,1.4427208116274297,-0.13221979126361133,-0.17990556015601056,-0.541436252539505,-0.7069805751006853,1.0115502208308091,2.0,0.0,1,1,0,0,1,1,76.27664
2014-11-04 16:00:00,-0.9127432618683462,-0.7954557503090323,-0.725648254519687,-0.22785866085467232,1.239809563910698,1.4427208116274297,-0.6537005360141737,-0.17990556015601056,-0.541436252539505,-0.7069805751006853,1.0115502208308091,3.0,0.0,1,1,0,0,0,0,147.5714
2014-11-05 00:00:00,-0.11966920966311119,1.2516710764559689,-0.20725078131506974,-0.4543221448880684,-0.33150941621335156,-0.6011032574627819,0.3916896438072466,-0.17990556015601056,-0.541436252539505,-0.7069805751006853,1.1852813620496678,2.0,0.0,2,0,0,0,0,0,134.07687
2014-11-05 08:00:00,0.6734048425421238,-1.016652523744755,1.1868180993297766,-0.19301812484953448,-1.992441395636051,1.4427208116274297,-0.7739998439691694,-0.17990556015601056,-0.541436252539505,-0.7069805751006853,1.1852813620496678,3.0,0.0,2,1,1,0,0,0,154.46796
2014-11-05 16:00:00,-0.11966920966311119,-0.8715361691977521,0.5933630769159982,-0.6459450929163262,-0.01724562018854223,-0.6011032574627819,-0.915933597833502,-0.17990556015601056,1.846939497142439,-0.7069805751006853,1.1852813620496678,3.0,1.0,2,1,0,0,0,0,122.12912
2014-11-06 00:00:00,1.4664788947473588,0.11610037970951949,0.13701317772428923,1.1483425113482717,-1.3191956322913263,-0.6011032574627819,0.9214934284194989,-0.17990556015601056,-0.541436252539505,-0.7069805751006853,1.3102763477509574,4.0,0.0,3,0,0,1,0,0,181.54573
2014-11-06 08:00:00,0.6734048425421238,1.5433126821960625,-1.5472782265293197,1.1483425113482717,-1.1845111482806934,-0.6011032574627819,2.2428483213992725,-0.17990556015601056,1.846939497142439,-0.7069805751006853,1.3102763477509574,4.0,1.0,3,0,1,0,0,0,211.0107
2014-11-06 16:00:00,-0.9127432618683462,-0.5193120076759005,-0.7346551604247861,-0.8898288449522911,1.2847043919142425,1.4427208116274297,-0.8749351221344763,-0.17990556015601056,-0.541436252539505,-0.7069805751006853,1.3102763477509574,2.0,0.0,3,1,0,0,1,1,122.755745
2014-11-07 00:00:00,0.6734048425421238,1.5052724727517022,0.23108530606643948,-0.03623571282641453,-0.19682493220271854,-0.6011032574627819,0.9721520880891418,-0.17990556015601056,-0.541436252539505,-0.7069805751006853,1.3814178685337795,3.0,0.0,4,1,1,0,0,1,157.95538
2014-11-07 08:00:00,-0.9127432618683462,-1.2054446743204676,-0.7246474871968975,0.10312643119413686,-1.1845111482806934,-0.6011032574627819,-0.762118363458416,-0.17990556015601056,1.846939497142439,-0.7069805751006853,1.3814178685337795,3.0,1.0,4,1,0,0,0,1,78.978836
2014-11-07 16:00:00,-0.11966920966311119,0.5739917896879265,-1.3921592914970506,-0.2104383928521034,0.5214923158539897,-0.6011032574627819,0.20964702440615415,-0.17990556015601056,-0.541436252539505,-0.7069805751006853,1.3814178685337795,3.0,0.0,4,1,0,0,0,1,140.66441
2014-11-08 00:00:00,-0.11966920966311119,0.8135042195227855,0.15602775685727685,1.7232113554330457,0.4317026598469011,-0.6011032574627819,2.078308645497484,-0.17990556015601056,-0.541436252539505,-0.7069805751006853,1.3957933821785118,4.0,0.0,5,0,1,0,0,0,174.57831
2014-11-08 08:00:00,-0.11966920966311119,-0.27979957784104154,1.0407060702026072,-0.018815444823845607,-0.01724562018854223,-0.6011032574627819,-0.19904970805468883,-0.17990556015601056,-0.541436252539505,-0.7069805751006853,1.3957933821785118,2.0,0.0,5,1,0,0,0,1,89.42273
2014-11-08 16:00:00,-0.9127432618683462,-1.0617372164195522,0.1540262222116996,-0.22785866085467232,-1.1845111482806934,-0.6011032574627819,-0.8187423231731915,-0.17990556015601056,1.846939497142439,-0.7069805751006853,1.3957933821785118,2.0,1.0,5,1,0,0,1,1,62.007664
2014-11-09 00:00:00,-0.11966920966311119,0.4725512311696335,0.2941336474021363,1.1831830473534095,1.5540733599355083,-0.6011032574627819,1.2798425918809395,-0.17990556015601056,-0.541436252539505,-0.7069805751006853,1.352814353467488,5.0,0.0,6,0,0,1,0,0,194.85135
2014-11-09 08:00:00,0.6734048425421238,0.7543305603871148,0.027929539540305883,-0.7504667009317397,1.1500199079036093,-0.6011032574627819,-0.15093435105753608,-0.17990556015601056,-0.541436252539505,-0.7069805751006853,1.352814353467488,3.0,0.0,6,1,1,0,0,1,193.17012
2014-11-09 16:00:00,-0.9127432618683462,1.684202346804803,-1.6393488202258928,-0.7504667009317397,-1.4538801163019592,-0.6011032574627819,0.3173389736198363,-0.17990556015601056,-0.541436252539505,-0.7069805751006853,1.352814353467488,2.0,0.0,6,1,0,0,0,1,72.08821
2014-11-10 00:00:00,0.6734048425421238,0.8599978088436702,0.6063730521122526,1.2180235833585473,0.38680783184335676,-0.6011032574627819,1.6728920094018058,-0.17990556015601056,1.846939497142439,-0.7069805751006853,1.2542403488859584,4.0,1.0,0,0,1,0,0,0,236.88358
2014-11-10 08:00:00,-0.9127432618683462,-0.21780812541319597,-0.36337048367012825,0.06828589518899902,0.9255457678858887,-0.6011032574627819,-0.10027569138789326,-0.17990556015601056,-0.541436252539505,-0.7069805751006853,1.2542403488859584,3.0,0.0,0,0,0,0,0,0,132.40227
2014-11-10 16:00:00,-0.9127432618683462,0.39787970892700075,1.7722669831612459,-0.4717424128906373,1.3295992199177866,-0.6011032574627819,-0.1083749642762522,-0.17990556015601056,-0.541436252539505,-0.7069805751006853,1.2542403488859584,2.0,0.0,0,1,0,0,1,1,87.64929
2014-11-11 00:00:00,-0.11966920966311119,-0.4178714491576074,1.22784955956412,0.451531791245515,-0.7804576962487948,-0.6011032574627819,-0.0016326602664612966,-0.17990556015601056,-0.541436252539505,-0.7069805751006853,1.1041069997634454,4.0,0.0,1,0,1,0,0,0,135.10605
2014-11-11 08:00:00,-0.11966920966311119,-0.7179664347742248,0.07796790567974762,-0.9420896489599979,0.970440595889433,-0.6011032574627819,-0.9974884730159493,-0.17990556015601056,-0.541436252539505,-0.7069805751006853,1.1041069997634454,3.0,0.0,1,1,0,0,0,1,133.89471
2014-11-11 16:00:00,-0.11966920966311119,-0.641886015885505,-1.7874623839986408,-0.12333705283925916,-1.2294059762842378,-0.6011032574627819,-0.49941047903714214,-0.17990556015601056,-0.541436252539505,-0.7069805751006853,1.1041069997634454,5.0,0.0,1,0,0,1,0,0,177.04033
2014-11-12 00:00:00,-0.11966920966311119,-0.6799262253298649,-1.093930629305978,-0.40206134088036155,-0.6008783842346175,-0.6011032574627819,-0.6791335627390752,-0.17990556015601056,1.846939497142439,-0.7069805751006853,0.9085607830529429,2.0,1.0,2,1,0,0,0,1,108.27019
